"Property","English","Spanish","German","Japanese","Korean","Chinese (Simplified)"
"_Tweak_LightDirection_MaskLevel","Light Dir Mask Level","Ajuste del nivel de la máscara por dirección de luz","Light Dir-Maskenstufe","ライト方向マスク レベル","라이트 방향 마스크 레벨","光照方向遮罩等级"
"_Add_Antipodean_RimLight","<size=13><b>  Antipodean(Ap) Rim</b></size>","<size=13><b>Contorno antipodal (AP) </b></size>","<size=13><b> Antipodean (Ap) Rim</b></size>","<size=13><b>対蹠(Ap)リム</b></size>","<size=13><b>반대편(Ap) 림</b></size>","<size=13><b>对跖点 (Ap) 边缘光</b></size>"
"_Is_LightColor_Ap_RimLight","Ap Light Color Mix","Mezclar con color de luz (AP)","Ap Light Color Mix","APライトカラーを混合する","Ap 라이트 색상 혼합","混合 AP 光照颜色"
"_Ap_RimLightColor","Ap Color","Color del contorno (AP)","Ap-Farbe","AP カラー","Ap 색상","AP 颜色"
"_Ap_RimLight_Power","Ap Power","Potencia (AP)","Ap-Leistung","APパワー","Ap 파워","AP 强度"
"_Ap_RimLight_FeatherOff","Ap Feather Off","Desactivar suavizado (AP)","Ap-Feder aus","AP フェザー オフ","Ap 페더 끄기","关闭 AP 模糊"
"_RimColor","Rim Color","Color del contorno","Felgenfarbe","リムの色","림 색상","颜色"
"_RimColorTex","Color / Mask","Textura","Textur","テクスチャ","텍스처","纹理"
"_RimColorTexPan","Panning","Barrido","Bewegung","パンニング","패닝","平移"
"_RimColorTexUV","UV","UV","UV","UV","UV","UV"
"_RimMainStrength","Main Color Blend","Mezcla con color principal","Hauptfarbmischung","メインカラーブレンド","메인 색상 블렌드","主颜色混合"
"_RimNormalStrength","Normal Strength","Intensidad de normales","Normale Stärke","ノーマルマップ(法線マップ)の強度","노멀 강도","法线强度"
"_RimBorder","Border","Borde del contorno","Grenze","境界","경계","边界"
"_RimBlur","Blur","Desenfoque","Verwischen","ぼかし","블러","模糊"
"_RimFresnelPower","Fresnel Power","Potencia de Fresnel","Fresnel-Power","フレネルパワー","프레넬 파워","菲涅尔强度"
"_RimEnableLighting","Enable Lighting","Activar iluminación","Beleuchtung aktivieren","光源を有効にする","조명 활성화","启用光源"
"_RimShadowMask","Shadow Mask","Máscara de sombra","Schattenmaske","影マスク","그림자 마스크","阴影遮罩"
"_RimBackfaceMask","Backface Mask","Máscara de cara trasera","Backface-Maske","背面マスク","뒷면 마스크","背面遮罩"
"_RimVRParallaxStrength","VR Parallax Strength","Intensidad de paralaje en realidad virtual","VR-Parallaxenstärke","VR視差の強さ","VR 시차 강도","VR 视差强度"
"_RimDirStrength","Light direction strength","Intensidad por dirección de luz","Lichtrichtungsstärke","光の方向の強さ","빛 방향 강도","光照方向强度"
"_RimDirRange","Direction Light Width","Rango direccional","Breite des Richtungslichts","方向ライト幅","방향성 라이트 너비","方向光宽度"
"_RimIndirRange","Indirection Light Width","Rango indirecto","Indirekte Lichtbreite","間接光源の幅","간접 라이트 너비","间接光宽度"
"_RimIndirColor","Indirection Color","Color indirecto","Indirekte Farbe","間接色","간접 색상","间接颜色"
"_RimIndirBorder","Indirection Border","Borde indirecto","Umleitungsgrenze","間接境界","간접 경계","间接边界"
"_RimIndirBlur","Indirection Blur","Desenfoque indirecto","Indirektionsunschärfe","間接ぼかし","간접 블러","间接模糊"
"_RimShadowToggle","Light Direction Mask}","<size=13><b>Máscara por dirección de luz </b></size>","<size=13><b>Lichtrichtungsmaske</b></size>","<size=13><b>光の方向マスク</b></size>","<size=13><b>빛 방향 마스크</b></size>","<size=13><b>光照方向遮罩</b></size>"
"_RimShadowMaskRampType","Light Falloff Type","Tipo de rampa","Light-Falloff-Typ","ライト 減衰 タイプ","라이트 감쇠 유형","光照衰减类型"
"_RimShadowMaskInvert","Invert Shadow Mask","Invertir máscara de sombra","Schattenmaske umkehren","影 マスクを反転","그림자 마스크 반전","反转阴影遮罩"
"_RimShadowMaskStrength","Shadow Mask Strength","Intensidad de la máscara de sombra","Stärke der Schattenmaske","影マスクの強さ","그림자 마스크 강도","阴影遮罩强度"
"_RimShadowAlpha","Hide In Shadow","Ocultar en la sombra","Im Schatten verstecken","影で隠れる","그림자에서 숨기기","在阴影中隐藏"
"_RimShadowWidth","Shrink In Shadow","Reducir en la sombra","Im Schatten schrumpfen","影で縮小","그림자에서 축소","在阴影中收缩"
"_RimHueShiftEnabled","Hue Shift","<size=13><b>Cambio de tono </b></size>","<size=13><b>Farbtonverschiebung</b></size>","<size=13><b>ぼかしシフト</b></size>","<size=13><b>색조 시프트</b></size>","<size=13><b>色相偏移</b></size>"
"_RimHueShiftSpeed","Shift Speed","Velocidad del cambio","Schaltgeschwindigkeit","シフトスピード","시프트 속도","偏移速度"
"_RimHueShift","Hue Shift","Cambio de tono","Farbtonverschiebung","ぼかしシフト","색조 시프트","色相偏移"
"m_start_RimAudioLink","Audio Link ♫","AudioLink ♫","Audiolink ♫","オーディオリンク♫","오디오링크 ♫","AudioLink ♫"
"_AudioLinkRimWidthBand","Width Add Band","Banda de ancho del contorno","Breite Band hinzufügen","幅追加バンド","너비 추가 밴드","宽度添加频段"
"_AudioLinkRimWidthAdd","Width Add","Agregar ancho del contorno","Breite hinzufügen","幅追加","너비 추가","宽度添加"
"_AudioLinkRimEmissionBand","Emission Add Band","Banda de emisión del contorno","Emissionsband hinzufügen","発光追加バンド","방출 추가 밴드","发光添加频段"
"_AudioLinkRimEmissionAdd","Emission Add","Agregar emisión","Emission Add","発光量追加","방출 추가","发光添加"
"_AudioLinkRimBrightnessBand","Brightness Band","Banda de brillo","Helligkeitsband","明るさバンド","밝기 밴드","亮度频段"
"_AudioLinkRimBrightnessAdd","Brightness Add","Agregar brillo","Helligkeit hinzufügen","明るさの追加","밝기 추가","亮度添加"
"m_start_rim2LightOptions","Rim Lighting 1","Iluminación del contorno 2","Felgenbeleuchtung 2","リムライティング 2","림 라이팅 2","Rim Light 1 设置"
"_EnableRim2Lighting","Enable Rim2 Lighting","Activar iluminación del contorno","Rim2-Beleuchtung aktivieren","リムライティング2を有効にする","림 라이팅 2 활성화","启用Rim2 照明"
"_Rim2Style","Style","Estilo","Stil","スタイル","스타일","风格"
"_Rim2Tex","Rim Texture","Textura del contorno","Felgenstruktur","リムの質感","림 텍스처","纹理"
"_Rim2TexPan","Panning","Barrido","Bewegung","パンニング","패닝","平移"
"_Rim2TexUV","UV","UV","UV","UV","UV","UV"
"_Rim2Mask","Mask & Bias","Máscara","Randmaske","リムマスク","림 마스크","Rim遮罩"
"_Rim2MaskPan","Panning","Barrido","Bewegung","パンニング","패닝","平移"
"_Rim2MaskUV","UV","UV","UV","UV","UV","UV"
"_Rim2MaskChannel","Channel","Canal","Kanal","チャンネル","채널","通道"
"_Rim2GlobalMask","Global Mask","Máscara global","Globale Maske","グローバル マスク","글로벌 마스크","全局遮罩"
"_Rim2GlobalMaskBlendType","Blending","Tipo de mezcla","Mischen","ブレンディング","블렌딩","混合"
"_Is_NormalMapToRim2Light","Normal Strength","Intensidad de normales","Normale Stärke","ノーマルマップ(法線マップ)の強さ","노멀 맵 강도","法线强度"
"_Rim2LightingInvert","Invert Rim Lighting","Invertir iluminación de borde","Randbeleuchtung umkehren","リムライティングを反転","림 라이팅 반전","反转Rim"
"_Rim2LightColor","Color","Color del contorno","Felgenfarbe","リムの色","림 색상","颜色"
"_Rim2Width","Width","Ancho del contorno","Felgenbreite","リムの幅","림 너비","宽度"
"_Rim2Sharpness","Sharpness","Nitidez del contorno","Felgenschärfe","リムのぼかし","림 선명도","清晰度"
"_Rim2Power","Rim Power","Potencia del contorno","Felgenkraft","リムパワー","림 파워","强度"
"_Rim2Strength","Emission","Emisión del contorno","Rim-Emission","リムの明るさ","림 방출","发光"
"_Rim2BaseColorMix","Mix Base Color","Mezclar color base","Grundfarbe mischen","ベースカラーを混合する","베이스 색상 혼합","混合基色"
"_Rim2BlendMode","Blend Mode","Modo de mezcla","Mischmodus","ブレンドモード","블렌드 모드","混合模式"
"_Rim2Brightness","Brightness","Brillo","Helligkeit","明るさ","밝기","亮度"
"_Rim2BlendStrength","Blend Alpha","Intensidad de la mezcla","Mischungsstärke","ブレンドの強さ","블렌드 강도","混合强度"
"_Rim2Clamp","","Intensidad de sujeción","Klammerintensität","クランプの強さ","클램프 강도","强度限制 (Clamp)"
"_Rim2ApplyGlobalMaskIndex","Apply to Global Mask","Limitar intensidad (Clamp)","Bewerben Sie sich bei Global Mask","グローバルマスクに適用","글로벌 마스크에 적용","应用到全局遮罩"
"_Rim2ApplyGlobalMaskBlendType","Blending","Tipo de mezcla","Mischen","ブレンディング","블렌딩","混合类型"
"_Set_Rim2LightMask","Set_RimLightMask","Establecer máscara de la iluminación del cotorno","Set_RimLightMask","リムライトマスクを設定","림 라이트 마스크 설정","设置边缘光遮罩"
"_Tweak_Rim2LightMaskLevel","Tweak_RimLightMaskLevel","Ajuste del nivel de la máscara","Tweak_RimLightMaskLevel","リムライトマスクの微調整","림 라이트 마스크 레벨 조정","微调边缘光遮罩等级"
"_Is_LightColor_Rim2Light","Mix Light Color","Mezclar con color de luz","Lichtfarbe mischen","光源を混ぜる","라이트 색상 혼합","混合光源颜色"
"_Rim2Light_Power","Rim Power","Potencia del contorno","Felgenkraft","リムパワー","림 파워","强度"
"_Rim2Light_InsideMask","Inside Mask","Máscara interior","Innere Maske","インサイドマスク","내부 마스크","内部遮罩"
"_Rim2Light_FeatherOff","Feather Off","Desactivar suavizado","Feder ab","フェザーオフ","페더 끄기","关闭模糊"
"_LightDirection_MaskOn2","Light Direction Mask","<size=13><b>Máscara de dirección de luz </b></size>","<size=13><b>Lichtrichtungsmaske</b></size>","<size=13><b>光の方向マスク</b></size>","<size=13><b>빛 방향 마스크</b></size>","<size=13><b>光照方向遮罩</b></size>"
"_Tweak_LightDirection_MaskLevel2","Light Dir Mask Level","Ajuste del nivel de la máscara por dirección de luz","Light Dir-Maskenstufe","ライト方向マスク レベル","라이트 방향 마스크 레벨","光照方向遮罩等级"
"_Add_Antipodean_Rim2Light","<size=13><b>  Antipodean(Ap) Rim</b></size>","<size=13><b>Contorno antipodal (AP) </b></size>","<size=13><b> Antipodean (Ap) Rim</b></size>","<size=13><b>対蹠(Ap)リム</b></size>","<size=13><b>반대편(Ap) 림</b></size>","<size=13><b>对跖点 (Ap) 边缘光</b></size>"
"_Is_LightColor_Ap_Rim2Light","Ap Light Color Mix","Mezclar con color de luz (AP)","Ap Light Color Mix","APライトカラーを混合する","Ap 라이트 색상 혼합","混合 AP 光照颜色"
"_Ap_Rim2LightColor","Ap Color","Color del contorno (AP)","Ap-Farbe","AP カラー","Ap 색상","AP 颜色"
"_Ap_Rim2Light_Power","Ap Power","Potencia (AP)","Ap-Leistung","APパワー","Ap 파워","AP 强度"
"_Ap_Rim2Light_FeatherOff","Ap Feather Off","Desactivar suavizado (AP)","Ap-Feder aus","AP フェザー オフ","Ap 페더 끄기","关闭 AP 模糊"
"_Rim2Color","Rim Color","Color del contorno","Felgenfarbe","リムの色","림 색상","颜色"
"_Rim2ColorTex","Color / Mask","Textura","Textur","テクスチャ","텍스처","纹理"
"_Rim2ColorTexPan","Panning","Barrido","Bewegung","パンニング","패닝","平移"
"_Rim2ColorTexUV","UV","UV","UV","UV","UV","UV"
"_Rim2MainStrength","Main Color Blend","Mezcla con color principal","Hauptfarbmischung","メインカラーブレンド","메인 색상 블렌드","主颜色混合"
"_Rim2NormalStrength","Normal Strength","Intensidad de normales","Normale Stärke","ノーマルマップ(法線マップ)の強さ","노멀 강도","法线强度"
"_Rim2Border","Border","Borde del contorno","Grenze","境界","경계","边界"
"_Rim2Blur","Blur","Desenfoque","Verwischen","ぼかし","블러","模糊"
"_Rim2FresnelPower","Fresnel Power","Potencia de Fresnel","Fresnel-Power","フレネルパワー","프레넬 파워","菲涅尔强度"
"_Rim2EnableLighting","Enable Lighting","Activar iluminación","Beleuchtung aktivieren","光源を有効にする","조명 활성화","启用光源"
"_Rim2ShadowMask","Shadow Mask","Máscara de sombra","Schattenmaske","影マスク","그림자 마스크","阴影遮罩"
"_Rim2BackfaceMask","Backface Mask","Máscara de cara trasera","Backface-Maske","背面マスク","뒷면 마스크","背面遮罩"
"_Rim2VRParallaxStrength","VR Parallax Strength","Intensidad de paralaje en realidad virtual","VR-Parallaxenstärke","VR視差の強さ","VR 시차 강도","VR 视差强度"
"_Rim2DirStrength","Light direction strength","Intensidad por dirección de luz","Lichtrichtungsstärke","光の方向の強さ","빛 방향 강도","光照方向强度"
"_Rim2DirRange","Direction Light Width","Rango direccional","Breite des Richtungslichts","方向ライト幅","방향성 라이트 너비","方向光宽度"
"_Rim2IndirRange","Indirection Light Width","Rango indirecto","Indirekte Lichtbreite","間接光源の幅","간접 라이트 너비","间接光宽度"
"_Rim2IndirColor","Indirection Color","Color indirecto","Indirekte Farbe","間接色","간접 색상","间接颜色"
"_Rim2IndirBorder","Indirection Border","Borde indirecto","Umleitungsgrenze","間接境界","간접 경계","间接边界"
"_Rim2IndirBlur","Indirection Blur","Desenfoque indirecto","Indirektionsunschärfe","間接ぼかし","간접 블러","间接模糊"
"_Rim2ShadowToggle","Light Direction Mask","<size=13><b>Máscara por dirección de luz </b></size>","<size=13><b>Lichtrichtungsmaske</b></size>","<size=13><b>光の方向マスク</b></size>","<size=13><b>빛 방향 마스크</b></size>","<size=13><b>光照方向遮罩</b></size>"
"_Rim2ShadowMaskRampType","Light Falloff Type","Tipo de rampa","Light-Falloff-Typ","ライト 減衰 タイプ","라이트 감쇠 유형","光照衰减类型"
"_Rim2ShadowMaskInvert","Invert Shadow Mask","Invertir máscara de sombra","Schattenmaske umkehren","影 マスクを反転","그림자 마스크 반전","反转阴影遮罩"
"_Rim2ShadowMaskStrength","Shadow Mask Strength","Intensidad de la máscara de sombra","Stärke der Schattenmaske","影マスクの強さ","그림자 마스크 강도","阴影遮罩强度"
"_Rim2ShadowAlpha","Hide In Shadow","Ocultar en la sombra","Im Schatten verstecken","影で隠れる","그림자에서 숨기기","在阴影中隐藏"
"_Rim2ShadowWidth","Shrink In Shadow","Reducir en la sombra","Im Schatten schrumpfen","影で縮小","그림자에서 축소","在阴影中收缩"
"_Rim2HueShiftEnabled","Hue Shift","<size=13><b>Cambio de tono </b></size>","<size=13><b>Farbtonverschiebung</b></size>","<size=13><b>ぼかしシフト</b></size>","<size=13><b>색조 시프트</b></size>","<size=13><b>色相偏移</b></size>"
"_Rim2HueShiftSpeed","Shift Speed","Velocidad del cambio","Schaltgeschwindigkeit","シフトスピード","시프트 속도","偏移速度"
"_Rim2HueShift","Hue Shift","Cambio de tono","Farbtonverschiebung","ぼかしシフト","색조 시프트","色相偏移"
"m_start_Rim2AudioLink","Audio Link ♫","AudioLink ♫","Audiolink ♫","オーディオリンク♫","오디오링크 ♫","AudioLink ♫"
"_AudioLinkRim2WidthBand","Width Add Band","Banda de ancho del contorno","Breite Band hinzufügen","幅追加バンド","너비 추가 밴드","宽度添加频段"
"_AudioLinkRim2WidthAdd","Width Add","Agregar ancho del contorno","Breite hinzufügen","幅追加","너비 추가","宽度添加"
"_AudioLinkRim2EmissionBand","Emission Add Band","Banda de emisión del contorno","Emissionsband hinzufügen","発光追加バンド","방출 추가 밴드","发光添加频段"
